,Author Id,Number of Tweets Made
119298,#997804714434613249,9
73356,#2817129685,9
106704,#780381578937585664,9
46053,#1532448484980408326,9
41984,#1501010605657890819,9
46055,#1532481967136342016,9
55109,#17148099,9
29892,#1414185735075155970,9
45655,#1528812904098562049,9
20104,#131011925,9
56582,#183241477,9
20117,#1310243044352950272,9
99562,#60480454,9
77573,#303067029,9
29542,#1411638835,9
45651,#1528731810166808577,9
20127,#1310372967868583936,9
100454,#623571078,9
56579,#18321490,9
90062,#424946533,9
100325,#620427667,9
73840,#2842037894,9
100110,#61638802,9
119418,#999840628782465024,9
73586,#2830943916,9
106822,#78219621,9
51518,#1586348323450953731,9
57713,#190966720,9
119417,#999826207112814594,9
12908,#121656826,9
37201,#1466923838256472066,9
100135,#61692855,9
36,#1000652509801664513,9
60818,#2162498156,9
37197,#14668929,9
19745,#1305072618375057408,9
51511,#1586283802502238208,9
29779,#1413344121704435712,9
7703,#1134615910650589184,9
45887,#1530802969905491970,9
67435,#2473759340,9
7804,#113591562,9
82545,#33447707,9
45862,#1530494865804361729,9
64742,#234638459,9
63744,#230083645,9
45830,#1530214220029079552,9
12854,#1215866697371926528,9
29715,#141285755,9
82492,#33391719,9
12837,#1215610283776888832,9
19680,#1304386619697315848,9
111942,#86815732,9
82507,#33409564,9
111949,#868280834,9
111950,#868304334085275648,9
7800,#1135888194405199872,9
19697,#1304633130582638593,9
73666,#283410024,9
37221,#1467032781133811712,9
82521,#33426690,9
82542,#33445739,9
99922,#612510260,9
112067,#870478923141857281,9
37354,#1468133743613280259,9
90105,#425477245,9
12960,#1217286649857495040,9
119379,#999220637121105921,9
111846,#866586749908115458,9
82370,#3328354880,9
29824,#1413648523703111680,9
45945,#1531449928102604801,9
29626,#1412216142127501320,9
82616,#3350340551,9
64757,#23470352,9
100267,#619508826,9
77407,#3020924383,9
29840,#14137433,9
90074,#42512939,9
37387,#1468434287305592838,9
67485,#247697287,9
19416,#1300654663297953793,9
12959,#1217271623675285504,9
112026,#869537437730525184,9
42065,#1501510223651282944,9
99875,#611609192,9
112002,#869106055,9
53980,#1651273327,9
100161,#6174252,9
48,#100082566,9
37329,#14678915,9
73697,#2834951514,9
60820,#216253809,9
19788,#1305756972755505153,9
100183,#617838562,9
64754,#23468037,9
53982,#1651574246,9
45913,#1531147071918841856,9
53959,#165010137,9
42059,#1501488506174341120,9
19798,#1305842317534912512,9
82573,#334650707,9
29664,#1412401766503702540,9
106626,#778930622349778945,9
67605,#2483156592,9
83280,#341745319,9
83115,#33996077,9
62301,#2238741530,9
67729,#2489682390,9
99103,#59430821,9
52400,#1595353360642678785,9
99088,#594110027,9
20622,#1317038229724430336,9
36539,#1461639625869459456,9
37798,#14724555,9
90514,#43200187,9
99066,#59370946,9
29393,#1410519421962002437,9
30013,#1415018687803715587,9
20652,#1317342212888297473,9
46345,#1535228093136248832,9
37823,#1472701815158239233,9
81933,#3305904299,9
81931,#3305864456,9
112510,#87778695,9
12597,#1212998821581471745,9
42281,#1503168541616664576,9
41894,#1500401289175642116,9
111486,#860669848065458177,9
111483,#860594048,9
7155,#112627842,9
58439,#1955573448,9
100771,#632056146,9
20507,#1315561776604344320,9
13163,#1220298920707809281,9
7141,#1126040163241549824,9
67698,#2487673140,9
42269,#1503023396124184576,9
90499,#4316092277,9
29415,#1410702021024313346,9
18867,#1293971586,9
59666,#20560402,9
60729,#215678706,9
20558,#1316247700757569537,9
81990,#330870046,9
112544,#878496337146368000,9
81921,#3305411754,9
37736,#1471853269727252482,9
63678,#2298069954,9
20709,#1318038376583294976,9
77709,#30390836,9
55140,#1717618268,9
52390,#1595213311385051136,9
63676,#229797000,9
67766,#2492041992,9
12565,#1212531485489545217,9
111401,#859296859717685248,9
37889,#1473306141052452864,9
52389,#1595207721917116416,9
89844,#4217644934,9
111398,#859277978,9
83269,#3416375000,9
65460,#2374955474,9
72995,#2796900751,9
119049,#992601605177421825,9
65459,#2374936310,9
8313,#1144500335886495744,9
7006,#1123570333942861824,9
83208,#34091448,9
12572,#1212619131750477826,9
29382,#1410459390935662596,9
18757,#1292376426,9
100892,#634661147,9
89887,#42236580,9
46362,#1535389133530894336,9
83216,#3410096112,9
99030,#59296673,9
112563,#878870706867494912,9
46367,#1535470416730288133,9
106493,#776674087766675456,9
100906,#635034989,9
106474,#776346515681873920,9
67753,#249108157,9
55136,#171744977,9
7011,#112374314,9
119091,#993568520419110912,9
99000,#591903588,9
82020,#33098660,9
7165,#112643711,9
73843,#2842137380,9
82874,#337972831,9
99390,#60056003,9
66334,#2415876367,9
19088,#1296756000146350083,9
12639,#1213488156944683008,9
99387,#60044835,9
20293,#1312559238,9
111616,#862814966,9
99374,#600111648,9
19085,#1296706762175741952,9
112376,#875392308,9
20310,#1312772506395136001,9
106588,#778459630804406274,9
36774,#1463536778,9
82134,#331511324,9
100612,#627492301,9
99347,#59974401,9
29955,#1414683702253309957,9
58456,#19571230,9
119240,#996605935,9
41925,#1500647125067366404,9
82871,#3379437123,9
67608,#2483268792,9
82178,#3317248160,9
73277,#2812288183,9
46137,#1533319954334121985,9
46141,#1533328740406595584,9
46142,#1533330871851180032,9
82847,#33767421,9
19134,#1297287993414172672,9
20252,#1312141862342455296,9
100561,#626345653,9
90426,#430627648,9
111634,#862991625643061248,9
37596,#14705712,9
46160,#153349656,9
42231,#1502778549475807233,9
89960,#42354660,9
90439,#43080281,9
29957,#1414684496,9
100620,#627884699,9
106544,#777508601585807361,9
82069,#33125517,9
51321,#1584421430367748096,9
7194,#1126905885530267648,9
73950,#284832688,9
42256,#1502948960,9
13142,#1220163442645954561,9
56523,#18279808,9
53906,#164704945,9
111544,#861523193437102080,9
7177,#1126659446929641472,9
82047,#3311268169,9
119181,#995284287288033284,9
46259,#153443709,9
8175,#1142293525859454977,9
41911,#15005099,9
45504,#1527556163566710784,9
100745,#63123946,9
83016,#338878290,9
36701,#1462989167743275008,9
99269,#597934223,9
51341,#1584700145970868224,9
37685,#1471381135502364672,9
58589,#19641974,9
238,#1004431275611090944,9
56545,#183032819,9
106585,#778412074019979264,9
7238,#1127358390928154624,9
62490,#22466372,9
99292,#598276499,9
29452,#1410930144739434498,9
82100,#3314035807,9
36722,#1463118585266532354,9
119198,#995667507410296833,9
29446,#1410891932339896321,9
67666,#24860196,9
60852,#21637931,9
67668,#24861051,9
7203,#1127030726329651200,9
51323,#1584429726273536000,9
50937,#1579998842,9
598,#1011165857722929153,9
32184,#1430386845179813891,9
5885,#1104991552999288832,9
59547,#20431672,9
22152,#1335213373189832704,9
50646,#1577128723643514881,9
72111,#2743484088,9
17877,#1281231078758313984,9
91424,#44731446,9
42666,#150653366,9
114086,#904581819114307584,9
28414,#1401702943087239173,9
17882,#1281358855780200448,9
9046,#1155348345780461568,9
91434,#4475561478,9
9333,#1160172113115750402,9
30570,#1419077507416956930,9
89087,#4117569620,9
44887,#1522411642700500992,9
35379,#1453369722901196800,9
47221,#1543431945484652544,9
84374,#35430646,9
38524,#1478103044185231361,9
113689,#898401646165737472,9
107510,#794391741059080192,9
22128,#1334971282673135616,9
63594,#2293457593,9
54220,#1663262844,9
105794,#765333767112142848,9
63595,#2293503504,9
9323,#1160066493272358912,9
30786,#1420409551417876483,9
9096,#115609274,9
44880,#1522343280498790400,9
81140,#3260715757,9
84720,#358132323,9
35333,#1453114214818713605,9
113730,#899012530281922560,9
97045,#550854463,9
38565,#1478265217264291841,9
47262,#1543843476823240704,9
35337,#1453131780618215432,9
62192,#22348970,9
91172,#44277506,9
52220,#1593342556221296640,9
5857,#1104533239035682816,9
9081,#1155919758,9
72091,#2741938873,9
91408,#4469671639,9
97535,#560254923,9
65397,#23728174,9
110621,#845637271336366081,9
89133,#412563163,9
110427,#84256326,9
107661,#796983391170105344,9
84405,#354588755,9
30775,#1420331829945462792,9
84397,#35453446,9
101756,#700713031,9
71822,#2727688680,9
44875,#1522242305977028608,9
78045,#306145259,9
91123,#4418802072,9
118447,#981430873282301953,9
58272,#194454939,9
55233,#17224206,9
56900,#1856985074,9
38485,#1477838448773971970,9
61623,#2203535643,9
84824,#359561183,9
17947,#1282247494559076352,9
13615,#1226996940665053184,9
17961,#1282449654190235648,9
77011,#300078042,9
110382,#841816593243885568,9
97706,#563043427,9
44653,#1520757560,9
9371,#116081175,9
60586,#214985222,9
72183,#2748980605,9
22849,#1344974315649904640,9
21993,#1333596088398348289,9
50612,#1576904626762559488,9
113563,#896445150578094081,9
97730,#563468101,9
64892,#2353019521,9
6012,#1106818639850659840,9
9376,#1160883154661437440,9
84243,#352338496,9
41581,#1498276568850112514,9
42521,#1505134057826373633,9
110713,#847227105477656577,9
105783,#765115373016354816,9
74600,#288143716,9
81239,#3268550952,9
38507,#1477997189867589634,9
13642,#1227321056,9
107509,#794389058,9
67256,#246591130,9
38515,#1478022816553332741,9
97602,#561149176,9
22789,#1344094973449261058,9
35423,#1453665162649423873,9
81222,#326690663,9
47544,#1546392607,9
97612,#561446134,9
13638,#122728681,9
61622,#220337640,9
22084,#1334442550317367303,9
53768,#1639985593,9
66500,#24246945,9
68500,#25337287,9
80893,#3245526462,9
118477,#981851331722752000,9
17917,#1281855546841169921,9
66576,#242904917,9
89380,#415389565,9
110692,#846927161705443333,9
30535,#1418814411293306889,9
60495,#21445994,9
114136,#905463391,9
89072,#4113844094,9
80955,#324837957,9
50790,#1578539871484145664,9
84827,#35969404,9
76950,#2996927083,9
5672,#1101282396563955712,9
12162,#1205676132307107842,9
74725,#288780980,9
84627,#3570540133,9
101923,#703009160586088449,9
17680,#1278555627250302977,9
54258,#16650635,9
1094,#1019941962474926080,9
22425,#1339105591868866562,9
42581,#1505742973057011720,9
113973,#90273934,9
12180,#1206119999149969409,9
9231,#1158552464385118209,9
56208,#179903144,9
35114,#1451474922325245961,9
50706,#1577540008038522880,9
51676,#1587639360606064640,9
56209,#1799044688,9
9156,#1157207015581614081,9
91238,#443590580,9
97139,#55313682,9
38649,#1478702070135885825,9
9152,#1157088899115544576,9
97137,#553090712,9
68343,#25240310,9
76962,#2997751531,9
41464,#149758937,9
22460,#1339508467753611265,9
101938,#703328486556098560,9
71844,#2728803679,9
35131,#1451621016,9
13747,#1229003636065230848,9
5627,#1100680802331848704,9
74748,#2889120812,9
5618,#1100572425551376384,9
65382,#237213129,9
81034,#325328148,9
61008,#2172090277,9
17654,#127826238,9
113930,#902025343753625600,9
101944,#703423316162248704,9
35166,#1451843513461530624,9
9213,#1158330095448145921,9
84604,#3568386132,9
65383,#237214928,9
22477,#1339655544475430914,9
28602,#1403476368420007937,9
71961,#273625131,9
30692,#1419870955627634689,9
76935,#299617071,9
74741,#288862505,9
17631,#12780142,9
17668,#1278360326040195073,9
28574,#140318274,9
89191,#413171139,9
59534,#20423518,9
35136,#1451688985126866949,9
13734,#1228831415069855744,9
50760,#1578114470,9
81083,#3256276860,9
58739,#1970611278,9
68329,#252333837,9
67223,#246440932,9
30627,#1419471876460449792,9
68320,#25228997,9
28672,#1404349019661291521,9
35279,#1452639934959915009,9
22613,#1341598202500239360,9
91346,#44582630,9
66049,#240132688,9
17767,#1279742798447562752,9
89292,#414407673,9
13812,#1229778590482386945,9
22260,#1336604576,9
30742,#1420053692686897153,9
97080,#55170172,9
97077,#551665404,9
80956,#324838835,9
56234,#180163735,9
66559,#24280917,9
118231,#977449120108486656,9
68311,#2522524304,9
38592,#1478481014850678787,9
113746,#899235049,9
22241,#1336364328,9
35307,#1452881644369502211,9
28693,#1404534056,9
97066,#551483643,9
97059,#55126463,9
17750,#1279593749358600193,9
110456,#842952308723929088,9
61613,#220291728,9
30630,#1419500267628752900,9
84520,#356105627,9
5728,#1102373135981010944,9
13706,#1228420340897894400,9
22326,#1337598647152734211,9
1056,#101934841,9
84662,#357319223,9
17593,#1277546917178691585,9
22322,#1337565418077089792,9
110565,#84464758,9
71887,#273178560,9
107614,#796269293440618496,9
118380,#980272281392889856,9
17724,#1279245778926465026,9
114027,#90353528,9
76964,#2997822325,9
9255,#1158867405847724032,9
1048,#1019202280246169600,9
13793,#122959288,9
56223,#18006193,9
91340,#44568996,9
110572,#844770508373540864,9
107540,#794989303,9
47311,#1544296273440014340,9
60548,#214804317,9
97107,#552212153,9
5768,#110286442,9
66491,#2423876336,9
42672,#1506575873033801741,9
5335,#109536122,9
91524,#44907077,9
97914,#567731089,9
56311,#18071647,9
28296,#1400643109856317444,9
81375,#3277172304,9
114180,#906100001771626497,9
118528,#983074769078595585,9
110773,#84817432,9
84170,#351552704,9
107459,#793519848,9
30430,#1418111394218528769,9
113487,#895253796036554754,9
58348,#194919720,9
35620,#1455140714329755652,9
30858,#1420930799193313282,9
89488,#41668371,9
96847,#546549840,9
53781,#164067784,9
12265,#1207198210948661248,9
6176,#1109392695842078720,9
890,#1016557722810978304,9
91043,#440613707,9
63900,#23069731,9
89495,#4167767844,9
96801,#54536679,9
84907,#36032776,9
5359,#1095726519643590657,9
30422,#1418051481630957571,9
106131,#770765559864492033,9
106093,#770057879864967172,9
53242,#1612692236,9
106123,#770583968324259842,9
9381,#1160942539672883201,9
101592,#68908353,9
97815,#565221691,9
54879,#170169407,9
72313,#275834625,9
41374,#1497061201,9
17427,#1275373419719061507,9
47091,#1542237486,9
18044,#1283291504174182402,9
62702,#225655311,9
74542,#2878915358,9
113447,#894488190,9
12284,#1207480850423504896,9
110830,#849151333613486081,9
28830,#1405695892674383872,9
38397,#147722968,9
90999,#43967313,9
91535,#4493247019,9
47076,#1542126005330280449,9
97849,#56594187,9
84887,#3601454173,9
38399,#1477246529207369728,9
18046,#128333103,9
21884,#1332609205719625739,9
17441,#127557294,9
17447,#1275609586007859201,9
42694,#15068078,9
110832,#849163909655404544,9
113443,#894444481952403456,9
84869,#35997743,9
89467,#4163073196,9
9420,#1161483781917806593,9
41372,#1497049254644576257,9
63612,#22945142,9
50585,#1576794769849692161,9
53239,#1612675856,9
30870,#1421000412103020544,9
110787,#848460827975864320,9
8860,#1152654479533076480,9
22916,#1345747317085888513,9
63898,#2306748374,9
28320,#1400789380097200130,9
68172,#2514008936,9
62706,#22566780,9
96860,#546725202,9
18109,#1284486029118861314,9
96866,#546797202,9
74494,#2876377147,9
107489,#794099087389954048,9
44608,#1520525667053752320,9
84831,#35975833,9
97776,#56433501,9
9379,#116093402,9
81281,#327028609,9
64456,#23324614,9
41360,#1496975210292998154,9
68121,#2509188048,9
56889,#185647639,9
110738,#847563419863588864,9
62822,#22612693,9
97778,#56434318,9
101636,#69279148,9
28839,#1405783788475457538,9
21766,#1330955680786771968,9
17423,#1275301275605725185,9
56315,#180749735,9
38445,#1477528292354068486,9
52188,#1593058413264613376,9
34838,#1449557996741148673,9
97756,#563697067,9
56276,#180544260,9
89499,#416844269,9
9377,#116089769,9
50865,#1579132211772604417,9
89447,#416017066,9
96865,#546782870,9
72329,#27590602,9
34826,#1449375960701325315,9
90942,#43857509,9
76912,#299522251,8
212,#1003967355389530112,8
41445,#1497477360999751681,8
67041,#2454116803,8
50689,#1577371438188986368,8
89167,#41296198,8
49815,#1569167970143973376,8
31785,#1427449924854042625,8
90192,#426433308,8
12823,#1215309855394689024,8
119424,#999920979093540865,8
107073,#787058187358773248,8
59676,#20567725,8
76372,#29651583,8
90454,#430959148,8
107576,#795548897745637376,8
93258,#475742251,8
50440,#1575446738693136385,8
55293,#172574709,8
89019,#4107227606,8
87977,#39723048,8
106535,#777388502,8
69588,#2591207586,8
116792,#951721492902961153,8
104863,#750212966633512963,8
61823,#221559518,8
1335,#1024487128518950912,8
78338,#307810077,8
28052,#1398281943641247744,8
13806,#1229712732502446080,8
53116,#1607607075059953665,8
12655,#1213636014981300224,8
68545,#2536619242,8
12650,#1213611305086570496,8
104834,#74975095,8
28075,#1398516589503254528,8
42767,#1507467345916493824,8
42600,#1505869028182560773,8
61628,#2203783574,8
55580,#17459708,8
78847,#31086392,8
29752,#1413128025533685771,8
69581,#2591082632,8
28319,#1400788107625046024,8
67626,#248450742,8
76841,#2992014231,8
51710,#1588027788908318720,8
76357,#29639739,8
107042,#786505799879188480,8
89969,#42371899,8
107037,#786463001364733952,8
13097,#1219578464556048384,8
26955,#1387474726151282689,8
29478,#1411177152548986882,8
41937,#1500712483145023489,8
28260,#1400278723383881729,8
119431,#999957571,8
93256,#475727065,8
13805,#1229699751282561024,8
54698,#168976277,8
67688,#248716806,8
28317,#1400779213813157893,8
61270,#2184310296,8
14805,#1243325841540411392,8
50682,#1577314469986078721,8
68544,#2536508784,8
68425,#25282814,8
67638,#2484889494,8
12918,#1216705364227325952,8
89934,#423159995,8
107055,#786804744069128193,8
26524,#1382916557391626243,8
118242,#977576976,8
69394,#25810280,8
14025,#1233375264450600962,8
91807,#4543883844,8
78341,#307829741,8
12019,#1202829848198017032,8
57533,#189859555,8
68401,#2526717080,8
89185,#41314625,8
60031,#20979405,8
32156,#1430134111344074759,8
106830,#782376937,8
68390,#2526279990,8
79070,#312335672,8
28543,#1402862774271631361,8
51313,#1584379943823507456,8
1472,#1026958784797663232,8
28539,#1402854208089387016,8
1324,#1024272857596026881,8
67681,#24868133,8
118063,#974655738,8
117905,#971539491641962496,8
91567,#4497174860,8
118278,#978241240721338368,8
117135,#957632903537545216,8
119192,#995520196482744320,8
29972,#1414756198176354308,8
49841,#1569478338246512645,8
1138,#102085122,8
67076,#2456258198,8
32165,#1430200937889492993,8
50578,#1576730822421680128,8
117903,#971524873452363777,8
65534,#2377024910,8
29768,#1413260836781527042,8
